n_authors,Session,Order,abstract_number,category,article-title,surname1,given-names1,aff1,abstract,fn-group,surname2,given-names2,aff2,surname3,given-names3,aff3,surname4,given-names4,aff4,surname5,given-names5,aff5,surname6,given-names6,aff6,surname7,given-names7,aff7,surname8,given-names8,aff8,surname9,given-names9,aff9,surname10,given-names10,aff10,surname11,given-names11,aff11,surname12,given-names12,aff12,surname13,given-names13,aff13,surname14,given-names14,aff14,surname15,given-names15,aff15,surname16,given-names16,aff16,surname17,given-names17,aff17
12,10,2,37,"Contributed Poster","Retinal Changes Associated with Football-Related Concussions and Head Impacts",Atlas,"Jason B.","University of Rochester School of Medicine & Dentistry","This pilot study explored the sensitivity of retinal markers to CNS sequelae of concussive and subconcussive head hits. Three groups of college athletes were assessed at pre-season, post-season and 4-months later: Football players with a concussion history (FB+C) (n = 9), players without a concussion history (FB-C) (n = 11), and non-contact athletes (swimmers, track & field; Non-FB) (n = 12). Measures included optical coherence tomography (OCT), OCT angiography, electroretinography, and visual acuity testing. Head impacts during the season were tracked with in-helmet accelerometers. At pre-season, FB+C demonstrated thicker macular central subfields (CSF) (Hedge’s g (effect size) = 1.05, p = 0.02) and retinal nerve fiber layers (RNFL) (g = 0.81, p = 0.08), relative to other athletes. Differences in CSF thickness were also observed at post-season and follow-up (gs > 1.00, ps < 0.04), reflecting their non-short-term nature. RNFL was thicker in FB+C at post-season (g = 0.93, p = 0.06) but not later. Total head impacts during the season correlated with increases in CSF thickness from baseline to follow-up only (r = -0.53, p = 0.02). High intensity head impacts in particular correlated with increases in cup-to-disc ratio at post-season and follow-up (rs > 0.53, ps < 0.03). These data suggest that concussion history is associated with retinal changes that are not short-term, and that severe head impacts are associated with acute changes whose duration is not yet known.","The Schmitt Program on Integrative Neuroscience, in conjunction with the Del Monte Neuroscience Institute at the University of Rochester",Young,Mia,"University of Rochester Medical Center",Bertolace,Lyvia,"University of Rochester Medical Center",Juskiewicz,Iwona,"University of Rochester Medical Center",Abrham,Yonaton,"University of Rochester Medical Center",Merchant-Borna,Kian,"University of Rochester Medical Center",Dermady,Sarah,"University of Rochester Medical Center",Keane,Brian,"University of Rochester Medical Center, Department of Psychiatry",Ramchandran,"Rajeev S.","University of Rochester Medical Center, Department of Ophthalmology",Bazarian,Jeffrey,"University of Rochester Medical Center, Department of Emergency Medicine",Silverstein,Steven,"University of Rochester Medical Center, Department of Psychiatry",,,,,,,,,,,,," ",,,,,
9,10,4,38,"Contributed Poster","Estimation of scleral biomechanical properties from air-puff-coupled optical coherence tomography",Birkenfeld,"Judith S.","Instituto de Óptica ""Daza de Valdés"", Consejo Superior de Investigaciones Científicas (IO-CSIC), Madrid, Spain","Progression of myopia is usually accompanied by axial overgrowth of the eyeball, which affects scleral biomechanics (BM). To study scleral biomechanics, we propose the use of air-puff deformation swept-source OCT imaging. Air-puff deformation imaging was performed at different sites of ex vivo porcine (n=5) and rabbit (n=3) eyes, (<24hr postmortem): Nasal/temporal equatorial and posterior sclera (NE, NP, TE, TP), superior (S) and inferior (I) sclera, and cornea (C). Intraocular pressure was kept at 15mmHg. Deformation data were used as input to inverse finite element model (FEM) algorithms to reconstruct BM properties. Experimental deformation amplitudes showed dependence on the animal model, with porcine scleras exhibiting greater inter-site variation (displacement of S, I was up to four times greater than that of N, T), while rabbit scleras exhibited at most 40% of displacement differences between all sites. Both models showed significant (p<.001) differences in the temporal deformation profile between sclera and (C), but similarities in all scleral locations, suggesting that the scleral temporal profile is independent of scleral thickness variations. The FEM estimated an elastic modulus of 1.84 ± 0.30 MPa (I) to 6.04 ± 2.11 MPa (TE) for the porcine sclera. The use of scleral air-puff imaging is promising for noninvasive investigation of structural changes in the sclera associated with myopia and for monitoring possible modulation of scleral stiffness with myopia treatment.","Horizon 2020 Framework Programme European Project Imcustomeye (H2020-ICT-2017 Ref. 779960); European Research Council (2018-ADG-SILKEYE-833106); Spanish Government10.13039/100014440 (CSIC JAE Intro Fellowship); L'Oréal-UNESCO “For Women in Science” Spain; Spanish Government Juan de la Cierva-Incorporation Fellowship (IJC2018-037508-I); Spanish Government PID2020-115191RB-I00; Fundacja na rzecz Nauki Polskiej (MAB/2019/12); National Agency for Academic Exchange, Polish Government (NAWA ULAM/2020/1/00176); NIH NIE P30EY 001319; Unrestricted Funds Research to Prevent Blindness, NY",Villegas,Lupe,"Instituto de Óptica ""Daza de Valdés"", Consejo Superior de Investigaciones Científicas (IO-CSIC), Madrid, Spain","de la Hoz","Andrés ","Instituto de Óptica ""Daza de Valdés"", Consejo Superior de Investigaciones Científicas (IO-CSIC), Madrid, Spain",Bronte-Ciriza,David,"CNR – IPCF, Istituto per i Processi Chimico-Fisici, Messina, Italy",Varea,Alejandra,"Instituto de Óptica ""Daza de Valdés"", Consejo Superior de Investigaciones Científicas (IO-CSIC), Madrid, Spain",Martínez-Enríquez,Eduardo,"Instituto de Óptica ""Daza de Valdés"", Consejo Superior de Investigaciones Científicas (IO-CSIC), Madrid, Spain",Curatolo,Andrea,"ICTER and Institute of Physical Chemistry, Polish Academy of Sciences, Warsaw, Poland",Germann,"James A.","Instituto de Óptica ""Daza de Valdés"", Consejo Superior de Investigaciones Científicas (IO-CSIC), Madrid, Spain",Marcos,Susana,"The Center for Visual Science, University of Rochester, Rochester, New York, USA",,,,,,,,,,,,,,,,,,,,,,,,
4,10,5,39,"Contributed Poster","Laminar and cell class distinctions for pre-saccadic attention in marmoset MT/MTC",Bucklaew,Amy,"University of Rochester","Pre-saccadic attention has been related to enhanced neural responses before saccades made into a neuron’s receptive field in macaque visual cortex (Moore and Chang 2009). However, much remains unknown about the underlying circuit mechanisms. Using the marmoset, a small New World monkey with a smooth brain, we examined laminar and cell class distinctions during pre-saccadic attention in motion selective areas MT/MTC. In a saccade foraging task, marmosets made a saccade from a central fixation point to one of three equally eccentric random dot field stimuli. We positioned the stimuli such that one foraged location overlapped the receptive fields of neurons under study and examined how tuning functions for motion direction changed. Tuning curves were fit with an adjusted Von Mises curve that estimates baseline, gain, and tuning width. We found in two animals that neurons on average exhibited increases in baseline and gain with pre-saccadic attention, but no changes in tuning width. In a single animal we were able to dissect the population by cell class and layer. We found that increases in gain were predominantly among broad spiking neurons in superficial layers whereas additive increases in rate were shared across layers and cell types. This suggests that superficial layer broad spiking neurons, the putative projection neurons that would relay information to downstream cortical areas, have a privileged role for encoding enhanced motion sensitivity during pre-saccadic attention.","SC, AB, and JFM from NIH EY030998; GS from NSF GRF 2020305476",Coop,Shanna,"Stanford University",Sarch,Gabriel,"Carnegie Mellon Univeristy ",Mitchell,Jude,"University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,6,40,"Contributed Poster","Evidence for preserved conscious orientation discrimination in perimetrically-blind fields early after V1-damage",Cavanaugh,Matthew,"University of Rochester","Cortically-blind (CB) patients with stroke damage to the primary visual cortex (V1) lose conscious vision but many exhibit blindsight - the ability to unconsciously detect or discriminate moving or flickering targets inside their blind-fields. However, the prevalence of conscious visual abilities in CB is less clear. Having developed a new method to assess vision inside perimetrically-defined blind fields, we found that >50% of subacute CB patients (<6 months post-stroke) can consciously discriminate global motion inside their blind field. Here, we asked if they can also discriminate orientation of static targets, which do not typically elicit blindsight. In 10 subacute patients, we mapped their intact and blind hemifields using static, non-flickering, 1cpd Gabors across a wide range of luminance contrasts. Blind-field locations were labeled “preserved” if performance was >72.5% correct. Considering overall performance, only 1 participant had preserved static orientation perception in the blind-field. However, this increased to 4 participants when only considering performance at high contrasts (>50%), all of whom reported awareness of stimuli. Thus, early after V1 damage, conscious percepts for oriented, high-contrast, static targets can remain inside CB fields, similar in incidence to global motion discriminations. We are now testing additional patients to assess if these abilities persist into the chronic period and to detail their underlying neural substrates.",None,Yang,Jingyi,"University of Rochester",Fahrenthold,Berkeley,"University of Rochester",Saionz,Elizabeth,"University of Rochester",Melnick,Michael,"University of Rochester",Carrasco,Marisa,"New York University",Tadin,Duje,"University of Rochester",Huxlin,Krystel,"University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,7,41,"Contributed Poster","Fixational Eye Movements in Myopia",Clark,"Ashley M. ","University of Rochester","During fixation, an incessant drift of the eye keeps the image impinging on the retina always in motion.   Previous work indicated that luminance modulations from ocular drift serve important visual functions in emmetropes (Intoy & Rucci, 2020; Clark et al 2022). However, it remains unknown how ocular drift varies under myopia, a visual impairment commonly caused by eye elongation. We measured eye movements in 19 individuals with varying degrees of myopia (-0.25D to -6.5D) using a digital Dual-Purkinje Image eye-tracker, a recently developed system with sub-arcminute resolution. Subjects observed stimuli monocularly with vision corrected via a Badal optometer.  They engaged in two high-acuity tasks:  (a) resolution of a 20/20 line of an eye chart (5 evenly spaced tumbling E optotypes); and (b) a more natural task where subjects were presented with images of distant faces (1⁰) and asked to report the image’s gaze direction. We show ocular drift characteristics differ in myopes relative to emmetropes. Drift was faster and less curved in myopic observers. On the retina, these changes result in luminance modulations that amplify low spatial frequencies at the expense of high spatial frequencies, so that high-frequency signals are effectively weaker in myopes These results are consistent with the proposal that fine spatial vision strongly relies on oculomotor-induced luminance modulations and emphasize the importance of considering fine eye movements in myopia.","R01 EY018363,  Meta/Facebook Reality Labs",Cox,"Michele A.","University of Rochester",Wu,Ruei-Jr,"University of Rochester",Intoy,Janis,"University of Rochester",Rucci,Michele,"University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,8,42,"Contributed Poster","Oculomotor influences on retinal input signals in myopia",Cox,"Michele A.","Center for Visual Science, University of Rochester","Studies of emmetropization have traditionally focused on the spatial characteristics of visual input signals.  Yet the input to the retina is not a two-dimensional pattern but a temporally-varying luminance flow. The temporal structure of this flow is predominately determined by eye movements, as the human eyes move incessantly.  Even when fixating on a single point, a persistent motion known as ocular drift reformats the luminance flow in a way that counterbalances the spectra of natural scenes.  It is established that emmetropes are highly sensitive to these luminance modulations. However, their visual consequences in myopia and hyperopia are unknown. Here, we first review how the temporal-frequency distribution of retinal input signals varies with the amount of ocular drift. We then use a detailed optical/geometrical model of the eye to study how the eye movements jointly shape retinal input as a function of refraction. We show that, within the temporal range of sensitivity of the retina, the spatial frequency distribution of the input signals conveys signed information about defocus. Specifically, for a given degree of defocus, myopic retinas experience more power from low spatial frequency stimuli than hyperopic retinas. These redistribution of input power may have a consequence during eye growth supporting the proposal that eye movements should be taken into consideration in the process of emmetropization. ","Research reported here was supported by Meta Reality Labs and the NEI of the NIH under Award Numbers R01EY018363 (awarded to MR), R01EY07977 (awarded to JDV),  and P30EY001319 (core grant).",Clark,"Ashley M. ","Department of Brain and Cognitive Sciences & Center for Visual Science, University of Rochester","Intoy ",Janis,"Center for Visual Science, University of Rochester",Moon,Benjamin,"The Institute of Optics & Center for Visual Science, University of Rochester",Wu,Ruei-Jr,"The Institute of Optics & Center for Visual Science, University of Rochester",Victor,"Jonathan D.","Weill Cornell Medical College",Rucci,Michele,"Department of Brain and Cognitive Sciences & Center for Visual Sciences, University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,10,43,"Contributed Poster","Estimation of crystalline lens mechanical properties from patient accommodation data","De La Hoz",Andres,"Instituto de Óptica ""Daza de Valdés"", Consejo Superior de Investigaciones Científicas (IO, CSIC)","Presbyopia is thought to involve changes in stiffness of the crystalline lens. Quantifying such changes poses challenges due to the nature of the lens’ materials. One approach has been to use finite element models and deformation profiles of lenses to estimate elastic moduli. In this work, this approach is extended to accommodation data for individual subjects. 11 subjects aged 20 to 30 were measured in an OCT system to record their accommodative response to a 4.5D stimulus. Lens surfaces were reconstructed from a diameter of 6mm and the periphery of the lens was estimated using eigenlenses method. The resulting profiles were used as input for a finite element model of accommodation. The lens was modelled with two primary components (nucleus and cortex) with elastic moduli for each region set as a variable. A load of 0.05-0.06N was used to approximate the accommodative process. An inverse modeling procedure was used to estimate cortical and nuclear moduli, by minimizing the difference between experimental and simulated surfaces at maximum deformed state. Estimated mean nuclear and cortical moduli values were 1.42 kPa (SD 1.16) and 7.07 kPa (SD 4.81). For all lenses evaluated, nuclear modulus was lower than cortical modulus. Age dependence was found for the average elastic modulus (R2 0.83) and for nuclear (R2 0.5) and cortical (R2 0.45) moduli. Results suggest that this method can be used to quantify stiffness of crystalline lens in subjects.","European project IMCUSTOMEYE H2020-ICT-2017 ref 779960,  European prject SIlkeye H2020-ERC-2018-ADG Ref 833106,  Spanish government grant PID2020-115191RB-100,  NIH grants P30,  Research to Prevent Blindness departmental funds to Flaum Eye Institute ",Martinez-Enriquez,Eduardo,"Instituto de Óptica ""Daza de Valdés"", Consejo Superior de Investigaciones Científicas ",Marcos,Susana,"Center for Visual Science, The Institute of Optics, Flaum Eye Institute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,11,44,"Contributed Poster","Lexical effects on 3D color matches in short- and long-term memory ",Deshpande,Prutha,"The Ohio State University","We report a comprehensive within-subjects study of color memory, using 22 colors widely spaced in 3D color space. 10 observers made isomeric color matches on iPads (method of adjustment, 3D CIELAB-based color palette) when the test color was simultaneously present or after delays = 10 or 300 sec (random block design). 
To test for lexical effects on color memory, the same observers grouped 1625 Munsell samples before the memory experiment and provided focal colors and unconstrained color terms for the groups. They also named the remembered color after each 300-sec trial.
Delay affected every measure of matching performance. Matches were more variable for 10-sec delays than in the simultaneous condition. Simultaneous matches were near the test colors (∆E=2.8), but the distance from the test color (bias) increased for 10-sec delays, generally in the direction of increased saturation, with variation across test colors. These measures increased little between 10 and 300 sec.
To test for lexical effects, an “attraction score” measured how much matches were biased by the observers’ unique focal colors. Attraction scores for simultaneous matches were near zero, but some colors showed substantial attraction to the focal colors at 10- and 300-sec delays. The 300-sec matches were highly significantly attracted to the focal colors of names provided after each trial. Observers’ color idiolect complexity and test color codability were not impressively related to performance at any delay.",None,Brown,Angela,"The Ohio State University",Lindsey,Delwin,"The Ohio State University",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,12,45,"Contributed Poster","Visual System Assessment for Predicting a Transition to Psychosis",Diamond,Alex,"University of Rochester","Visual system assessments are seldom regarded as a viable way to predict a future psychotic disorder. Here, we argue that may be a missed opportunity.  From a large literature, we identify a set of visual tests that have distinguished individuals prior to or near the first psychotic episode or that have shown group differences independently of illness duration. Such tests have revealed moderate-to-large patient differences unexplainable by medication or generalized deficits. For example, self-reported visual perceptual distortions have already longitudinally predicted impending psychosis in large samples. Possibly predictive psychophysical tests include contrast sensitivity, backward masking, collinear facilitation, stereoscopic depth perception, contour integration, visual shape completion, and restricted fixational patterns during free viewing. Possible brain based markers include visual thalamo-cortical hyperconnectivity, decreased gamma band power during visual detection, and reduced occipital P1 amplitudes (EEG) during passive viewing. Promising retinal markers include reduced cone a- and b-wave amplitudes and photopic negative response (ERG). The foregoing assessments are often brief, well-tolerated, simple to administer, and well-described mechanistically. Across all major levels of analysis—from phenomenology to behavior to brain and retinal functioning—visual system assessment could help identify individuals who go on to develop a psychotic disorder.","This work was supported in part by a K01MH108783 to BPK, and by a University of Rochester Medical Center Department of Psychiatry Hendershot Pilot Award Program. Former department lab member Megan Serody contributed to initial literature searches for this project.",Silverstein,Steven,"University of Rochester",Keane,Brian,"University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,13,46,"Contributed Poster","Eliciting Color Percepts over Extended Fields through Cone-by-Cone Stimulation",Doyle,"Hannah K.","Department of Electrical Engineering & Computer Sciences, University of California Berkeley, Berkeley, CA, United States","Purpose
Human color vision is informed by the relative activations of the long-, medium-, and short-wavelength sensitive cones. We have developed a display that can produce a variety of color sensations using only a single wavelength of light, by programming the activity levels of the three cone types at population scales. 
Methods
With an Adaptive Optics Scanning Laser Ophthalmoscope, we image the retina at 840 nm over a 0.9° x 0.9° field and track the eye’s fixational motion in order to deliver discrete microdoses of 543 nm light to ~2500 individual cones per frame. Using each cone type’s spectral sensitivity to 543 nm, we can recapitulate the relative activations consistent with colors that are distinct from the stimulating laser, resulting in percepts of uniform colored squares that appear stable in the world.
Results
Using stimulation from only 543 nm light, we can elicit color percepts ranging from green to red-orange in 2 subjects who have cone spectral types classified in a region of their retina. Additionally, we find through color matching data that the distinct color percepts are lost for intentional misdeliveries that exceed 30% of the cone diameter in both subjects.
Conclusions
These results demonstrate our system’s ability to track the retina at high speed, stimulate with cone-level precision, and generate color percepts by directly programming the activity of the human cone mosaic. These technical capabilities provide a novel platform for studying color vision.","This work was supported by the Air Force Office of Scientific Research under award numbers FA9550-20-1-0195 and FA9550-21-1-0230 and by the National Institutes of Health under award number R01EY023591.",Fong,James,"Department of Electrical Engineering & Computer Sciences, University of California Berkeley, Berkeley, CA, United States",Wang,Congli,"Department of Electrical Engineering & Computer Sciences, University of California Berkeley, Berkeley, CA, United States",Herbeck,"Sofie R.","Department of Electrical Engineering & Computer Sciences, University of California Berkeley, Berkeley, CA, United States",Vanston,"John E.","Herbert Wertheim School of Optometry and Vision Science, University of California Berkeley, Berkeley, CA, United States",Boehm,"Alexandra E.","Herbert Wertheim School of Optometry and Vision Science, University of California Berkeley, Berkeley, CA, United States",Schmidt,"Brian P.","Herbert Wertheim School of Optometry and Vision Science, University of California Berkeley, Berkeley, CA, United States",Tuten,"William S.","Herbert Wertheim School of Optometry and Vision Science, University of California Berkeley, Berkeley, CA, United States",Roorda,Austin,"Herbert Wertheim School of Optometry and Vision Science, University of California Berkeley, Berkeley, CA, United States",Ng,Ren,"Department of Electrical Engineering & Computer Sciences, University of California Berkeley, Berkeley, CA, United States",,,,,,,,,,,,,,,,,,,,,
1,10,14,47,"Contributed Poster","Observations and Implications of Temporary Erythropsia in a Color-Normal Observer",Drum,Bruce,FDA/CDRH/OPEQ/OHT1,"Erythropsia (red vision) is characterized by the reddish or pinkish appearance of surfaces that normally appear achromatic.  Erythropsia has been observed historically by people whose retinas were exposed to ultraviolet (UV) light (e.g., aphakes or pseudophakes implanted with unfiltered intraocular lenses).  Erythropsia is not fully understood, but has been thought to be related to photochemical damage to short-wavelength (S) cones. Erythropsia can also occur in normal phakic eyes during intense white light adaptation. When I stare at the sunlit white siding on the southern wall of my house, after several seconds, the color changes from white to a brilliant magenta, with the central 1-2º of visual angle spared. All details in the siding fade except for the spared center. In another 10-20 seconds, the magenta turns to bluish cyan, and the previously invisible details reappear with exaggerated contrast.  These observations are reminiscent of the color of S-cone increments on white adapting fields (Drum & Sternheim (2005) JOSA A: 22, 2107-19).  S cones are insensitive relative to M and L cones on dim backgrounds, but they do not light-adapt like M and L cones and become relatively more sensitive at moderate adapting levels.  At still higher adapting levels, S cones saturate (become unresponsive) leaving the increment a tritanopic cyan. The present observations imply that S cones initially fail to adapt to a bright white field, but then saturate, leaving the observer tritanopic.","No funding or conflicts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,15,48,"Contributed Poster","Reaching Accuracy Assessment in Cerebellar Stroke using Virtual Reality",Du,Khai,"University of Rochester","Objective: To investigate the application of virtual reality (VR) in the rapid quantification of reaching accuracy at the bedside for patients with cerebellar stroke (CS).

Introduction: Dysmetria, the inability to measure distance in muscular tasks correctly, is a common clinical feature of cerebellar injury. Objective quantification of reaching accuracy for clinical assessment is lacking, and the emerging VR technology with hand-tracking offers a promising opportunity to examine the speed, accuracy, and consistency of hand movements and proprioceptive function.

Methods: 29 individuals (10 CS patients and 19 age-matched not-disabled controls) performed a task measuring reaching accuracy on the VR headset (Oculus Quest 2). 50% of the trials displayed a visible rendering of the hand (visible hand condition), and 50% did not (invisible hand condition).

Results: Reaching error was higher in CS compared to age-matched controls in both visible and invisible hand conditions. Reaching error was higher in the invisible hand condition compared to the visible hand condition in healthy controls, right CS, left CS but not in bilateral CS patients. The average time per trial was higher in patients than in controls.   

Discussion: VR technology promises to be a non-invasive and rapid approach to quantifying fine motor functions in clinical settings. Further studies are needed to examine quantitative changes in reaching accuracy during post-stroke progression. ","3000 summer research stipend through the U of R Office of Medical Education",Benavides,Leonardo,"University of Rochester",Isenstein,Emily,"University of Rochester",Tadin,Duje,"University of Rochester",Busza,Ania,"University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,16,49,"Contributed Poster","Perceived image quality of natural images through different bifocal corrections after adaptation to sharp or blur.",Esteban-Ibañez,Eduardo,"Institute of Optics (CSIC)/ 2EyesVision SL","Simultaneous Vision, present in bifocal and multifocal contact or intraocular lenses, is a common clinical strategy for presbyopia. Neural adaptation is known to occur, but it is not predictable nor well understood. Previous works have studied the short-term neural adaptation to bifocal images using Adaptive Optics and digital convolutions of a face image (with pure defocus and simultaneous images) as adaptation images, and also as test images for perceptual judgments (Radhakrishnan et al., 2014). In this study, we use a programmable see-through head-mounted visual simulator (SimVis Gekko) to analyze the effect of neural adaptation on the perceived image quality of different bifocal corrections (BC) with different balances of energy between far and near, and for different transitions between adaptation and test. Eight subjects judged a video sequence of urban natural images, through two monofocal corrections (0 and 3D) and nine BCs (far/near balance from 90/10 to 10/90 and an addition of 3.00D), optically simulated monocularly. Two initial adaptation states of 10s were used: 0.00D-SHARP and 3.00D-BLUR, followed a transition from these states to the BC that can be ABRUPT (with 1, 5 or 30s of adaptation), or SMOOTH (linear transition lasting 1, 5 or 30s). Our results show a significant increase in perceptual quality after adaptation to BLUR, particularly for intermediate energy balances. However, subjects are quite insensitive to the type and duration of the transition.","Industrial PhD Grant (Comunity of Madrid) IND2020/BMD-17442",Gambra,Enrique," 2EyesVision SL",Marrakchi,Yassine," 2EyesVision SL",Sawides,Lucie," 2EyesVision SL","Dorronsoro ",Carlos,"Institute of Optics (CSIC)/ 2EyesVision SL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,17,50,"Contributed Poster","Deep retinal layer microvasculature alterations in first episode and chronic schizophrenia",Fradkin,"Samantha I.","Department of Psychology, University of Rochester, Rochester, NY, USA","People with schizophrenia (SZ) demonstrate retinal microvasculature alterations that are similar to those observed in individuals with neurodegenerative disorders. Initial findings indicate that these changes are present in the superficial layer in SZ. This study examined whether changes are also present in the deep retinal layer level (DRL). Twenty-six individuals with SZ (10 with first episode psychosis [FEP]) and 37 healthy controls (HCs; 17 age-matched to FEP group) completed optical coherence tomography angiography scans. Compared to controls, people with SZ demonstrated reduced DRL perfusion density (ps < 0.04) and vessel diameter (ps < 0.01) in both eyes, and, in the left eye only, reduced vessel length and fractal dimension (ps = 0.01). We then tested for an illness progression effect by determining the degree to which the original 4 group means were characterized by a polynomial (linear) trend, using the following contrast coefficients: non-FEP SZ (-2), FEP (0), older controls (0), young controls (2). The hypothesized pattern was observed to a significant or trend level degree for 7 out of 8 variables, with effect sizes ranging from small to large. Findings also indicated that, within the SZ group, reduced DRL perfusion density and vessel length were associated with reductions in (previously reported) superficial layer indices (ps < .001). Overall, findings suggest that alterations in retinal microvasculature are present in both the superficial and DRL in SZ.","Research reported was supported by the NEI of the NIH under Award Number T32EY007125. The content is solely the responsibility of the authors and does not necessarily represent the official views of the NIH.","Bannai ","Deepthi ","Department of Psychiatry, Beth Israel Deaconess Medical Center, Boston, MA, USA","Lizano ",Paulo,"Department of Psychiatry, Beth Israel Deaconess Medical Center, Boston, MA, USA; Department of Psychiatry, Harvard Medical School, Boston, MA, USA ","Lai ",Adriann,"Maryland Psychiatric Research Center, University of Maryland, Baltimore, MD, USA",Crosta,"Christen ","Department of Cell Biology and Neuroscience, Rutgers University, Piscataway, NJ, USA","Silverstein ","Steven M. ","Departments of Psychiatry, Neuroscience, & Ophthalmology, University of Rochester Medical Center, Rochester, NY, USA; Center for Visual Science, University of Rochester, Rochester, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,18,51,"Contributed Poster","Chromatic Adaptation to Heterochromatic Illumination",Hellwig,Luke,"Rochester Institute of Technology","Heterochromatic viewing enviroments—where scenes are illuminated by two or more colors of light—are a common tool for experiments studying chromatic adaptation and color (in)constancy.  This study presents a new method for separating sensory (retina-based) chromatic adaptation from cognitive mechanisms in a heterochromatic viewing environment. Using a large, bipartite light booth lit by two separate 7-channel LED systems, observers were adapted to uniform and mixed illuminations of simulated illuminant A, illuminant D65, and 12000 K daylight. A psychophysical staircase method determined observers’ white points and their state of sensory adaptation along the daylight and Planckian loci under each heterochromatic or single-color lighting condition. Under heterochromatic conditions, observers’ state of chromatic adaptation fell in between the points of chromatic adaptation when adapted to each individual light source, although there was significant variation between observers. These results suggest that observers’ white points should be individually determined for studies of color perception in heterochromatic environments using methods similar to those used in this study. Further research will then allow us to model how cognitive discounting of the illumination color sits on top of the sensory adaptation measured here. ",None,Fairchild,"Mark D.","Rochester Institute of Technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,19,52,"Contributed Poster","Eye-tracking while learning greebles.",Herbert,"Andrew Mark","RIT, Psychology","	There has been a lot of attention on so-called ‘adversarial images’ that fool machine learning models (MLM). Manipulations to an image or including an unexpected object in a scene can severely disrupt object labeling and parsing by state-of-the-art MLM such as convolutional neural networks (CNN). In contrast, human observers may not even notice these changes, highlighting a significant gap between the robustness of human vision and CNNs. One well-studied class of novel objects are ‘Greebles,’ introduced by Gauthier and Tarr (1997; Gauthier et al., 1998). A large number of ‘families’, ‘genders’ and individuals can be created by systematically varying the arrangements and shapes of Greeble components. We report on eye-tracking (SMI iRed 250) participants as they are taught to recognize Greebles following the procedure described by Gauthier, Tarr and colleagues. Greeble expertise is assessed using a naming task and a verification task. Once an individual became a Greeble ‘expert’ we assessed their tolerance for rotations of the Greebles around the y-axis. The pattern of eye movements when learning and being tested on the Greebles are compared to the output of CNNs trained to recognize Greebles. ","RIT Global Cybersecurity Institute",Pandurangan,Archana,"RIT, Psychology",Patel,"Ankita Girish","RIT, Computer Engineering",Merkel,"Cory E.","RIT, Computer Engineering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,20,53,"Contributed Poster","Achromatic biases in noise images",Joyce,Daniel,"University of Nevada, Reno","In a previous study, Winkler et al. (Current Bio 2015) examined the effects of luminance on the perceived color categories selected for uniform square patches. When the square was equiluminant with the background, the patch appeared colored as soon as it was detected, while for increments or decrements, the range of chromaticities that were classified as achromatic was expanded and more strongly along bluish axes. Here we extended these results to examine the color appearance of spatially varying patterns, which contain a wide range of luminance levels. The images were 1/f luminance noise and were briefly alternated with a gray background with the same mean luminance. The noise was shown on each trial with a uniform chromaticity, which was varied across trials over a grid of values spanning the LvsM and SvsLM cone-opponent axes. Observers categorized each noise image as gray or one of the four unique (RGBY) or binary (RB,BG,GY,YR) hues. The perceived achromatic gamut for the noise again tended to vary along bluish-yellowish directions, but was markedly broader compared to the uniform patches. The broadening of the gray category may partly reflect attributions of some of the color to the illuminant, a tendency which may be stronger in the spatially variegated patterns.","Supported by EY-010834",Bennett,Emersongrace,"University of Nevada, Reno",Webster,Michael,"University of Nevada, Reno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
